title,author,publisher,price,rating,ratings_count
30 Masterminds of Mystery,"Gaston Leroux, Wilkie Collins, Emile Gaboriau, Robert  Barr, Melville Davisson Post, Pinkerton Allan, Morrison Arthur, Jenkins Herbert George, Metta Victoria Fuller Victor, Victor L. Whitechurch, John R. Coryell, G. K. Chesterton, Lawrence L. Lynch, Andrew Forrester, Harvey Jerrold O'Higgins, Francis Worcester Doughty, Percy James Brebner, Ellis Parker Butler, Frederic Arnold Kummer, Thomas W. Hanshew, Mary E. Hanshew, Anna Katharine Green, Catherine Louisa Pirkis, Arthur Conan Doyle, Dorothy Fielding, Algernon Blackwood, James Edward Muddock, Maurice Leblanc",e-artnow,2.31,3.8,26
No Angels - Defiant Women of Literature,"Emily Brontë, Leo Tolstoy, Mary Elizabeth Braddon, Maria  Edgeworth, John Cleland, George Gissing, Pierre Choderlos de Laclos, D. H. Lawrence, Anthony Trollope, Euripides, Joseph Sheridan Le Fanu, George Sand, Mary Gladys Meredith Webb, Gustave Flaubert, Eliza Haywood, William Makepeace Thackeray, William Kirby, Alexandre Dumas, Mrs. Olifant, Alexandre Dumas Fils, Оноре де Бальзак",e-artnow,2.31,2.72,5
20 Time Travel Classics,"Edith Nesbit, Edward Bellamy, William Morris, Robert Hugh Benson, Abraham  Merritt, Francis  Stevens, Henry Holt, William Henry Hudson, Gertrude Barrows Bennett, H. G. Wells, Edmond About, Jane C. Loudon, Edwin Lester Arnold, Lewis Carroll, Charles Dickens, William Hope Hodgson, Elizabeth Burgoyne Corbett, Frederic W. Farrar, Mark Twain",e-artnow,2.31,5.0,1
The Greatest Detectives of Literature: 200 Murder Mysteries to Decipher,"Gaston Leroux, Wilkie Collins, Emile Gaboriau, Robert  Barr, Melville Davisson Post, Pinkerton Allan, Morrison Arthur, Jenkins Herbert George, Metta Victoria Fuller Victor, Victor L. Whitechurch, John R. Coryell, G. K. Chesterton, Lawrence L. Lynch, Andrew Forrester, Harvey Jerrold O'Higgins, Francis Worcester Doughty, Percy James Brebner, Ellis Parker Butler, Frederic Arnold Kummer, Thomas W. Hanshew, Mary E. Hanshew, Anna Katharine Green, Catherine Louisa Pirkis, Arthur Conan Doyle, Dorothy Fielding, Algernon Blackwood, James Edward Muddock, Maurice Leblanc",e-artnow,2.31,5.0,1
Ancient Empires: A 15-Volume Anthology,"Edward Gibbon, Theodor Mommsen, George Rawlinson, Arrian, Charles Oman, L. W. King, John Bagnell Bury ",e-artnow,2.31,4.2,33
20 Timeless Classics: Exploring American History Through Fiction,"Henry Peterson, Lynde Francis, Gustave Aimard, Albion Winegar Tourgée, Sherwood Anderson Anderson, S. Weir Mitchell, G. A. Henty, Augusta J. Evans, Nathaniel Hawthorne, George Washington Cable, Joseph A. Altsheler, Mary Johnston, Randall Parrish, William Makepeace Thackeray, Stephen Crane, James Fenimore Cooper, John Jr. Fox",e-artnow,2.31,3.54,4
The Long Sleep into the Future: 6 Sci-Fi Classics,"Edward Bellamy, Robert Hugh Benson, H. G. Wells, Edmond About, William Hope Hodgson, Frederic W. Farrar",e-artnow,2.31,2.8,1
Breaking the Space-Time Continuum: 6 Time-Travel Classics,"Edward Bellamy, Robert Hugh Benson, H. G. Wells, Edmond About, William Hope Hodgson, Frederic W. Farrar",e-artnow,2.31,3.3,9
The Real Double Life of a Spy - 20 Memoirs & Biographies of Extraordinary Historical Figures,"Andrew Lang, Pinkerton Allan, Anonymous, S. R. Crockett, John Haddad André, Benson John Lossing, Sarah H. Bradford, Lady Isabel Burton, S. Emma E. Edmonds, Joseph Orton Kerbey, Jean Christie Root, William J. Fitz-Patrick, French Strother, William Le Queux, Robert Baden-Powell, Henry Bascom Smith, Alexander Whyte, Charlotte Biggs, William Minto, E. C. Downs",e-artnow,2.31,3.07,1
Hidden Heroes: 20 Riveting Spy Memoirs & Biographies,"Andrew Lang, Pinkerton Allan, S. R. Crockett, John Haddad André, Benson John Lossing, Sarah H. Bradford, Lady Isabel Burton, Joseph Orton Kerbey, Jean Christie Root, William J. Fitz-Patrick, French Strother, William Le Queux, Henry Bascom Smith, Alexander Whyte, Charlotte Biggs, William Minto, Robert Stephenson Smyth Baden-Powell, E. C. Downs, Sarah Emma Edmonds",e-artnow,2.31,4.57,1
8 Must-Read Books on Freemasonry,"William Morgan, Albert Pike, Albert Gallatin Mackey, George Thornburgh, Harriet Annie Wilkins, Charles Lewis Mitchell",e-artnow,2.31,4.48,82
Behind Enemy Lines: 40 Spy Thrillers,"Talbot Mundy, Edgar Wallace, E. Phillips Oppenheim, Robert W. Chambers, Baroness  Orczy, Melville Davisson Post, Richard Harding Davis, Upward Allen, B. K. Benson, Warwick Deeping, Frederick Whittaker, Harry Hazelton, T. C. Harbaugh, J. E. Collins, Fred M. White, Frederic Arnold Kummer, Charles James Lever, William Le Queux, Randall Parrish, J. Storer Clouston, Frank L. Packard, Harry Leon Wilson, Valentine Williams, Natalie Sumner Lincoln, Dorothea Conyers, Harold MacGrath, James Fenimore Cooper, Arthur Conan Doyle, Joseph Conrad, John Buchan",e-artnow,2.31,4.1,4
40 Must-Read Spy Novels,"Talbot Mundy, Edgar Wallace, E. Phillips Oppenheim, Robert W. Chambers, Baroness  Orczy, Melville Davisson Post, Richard Harding Davis, Upward Allen, B. K. Benson, Warwick Deeping, Frederick Whittaker, Harry Hazelton, T. C. Harbaugh, J. E. Collins, Fred M. White, Frederic Arnold Kummer, Charles James Lever, William Le Queux, Randall Parrish, J. Storer Clouston, Frank L. Packard, Harry Leon Wilson, Valentine Williams, Natalie Sumner Lincoln, Dorothea Conyers, Harold MacGrath, James Fenimore Cooper, Arthur Conan Doyle, Joseph Conrad, John Buchan",e-artnow,2.31,3.25,13
20 Must-Read Historical Thrillers,"Gaston Leroux, Wilkie Collins, Fergus  Hume, Thomas de Quincey, Thomas Bailey Aldrich, Richard Marsh, Taylor Meadows, Arthur W. Marchmont, G. K. Chesterton, William Harrison Ainsworth, James Malcolm Rymer, Thomas Peckett Prest, Bernard Edward Joseph Capes, Alexandre Dumas, Robert Louis Stevenson, Charles Dickens, Joseph Conrad, Gilbert Keith Chesterton, Rudyard Kipling, Bram Stoker",e-artnow,2.31,3.1,4
40 Greatest War Novels of All Time,"Zane Grey, Rolf Boldrewood, Robert  Barr, James  Grant, Edith Wharton, Benito Galdos Perez, Henri Barbusse, Gustave Aimard, Boylesve René, Erckmann-Chatrian, Emily Sarah Holt, Alfred John Church, Ford Madox Ford, G. A. Henty, A. E. W. Mason, Augusta J. Evans, Walter Scott, Molly Elliot Seawell, Joseph A. Altsheler, Randall Parrish, H. C. McNeile, Victor Hugo, Stephen Crane, Moyle Sherer, Vicente Blasco Ibáñez, James Fenimore Cooper, Arthur Conan Doyle, Henryk Sienkiewicz, Émile Zola, Jerome K. Jerome, Leo Tolstoy",e-artnow,2.31,3.5,57
Dark Mysteries of the Past: The Ultimate Historical Thriller Anthology,"Gaston Leroux, Wilkie Collins, Fergus  Hume, Thomas de Quincey, Thomas Bailey Aldrich, Richard Marsh, Taylor Meadows, Arthur W. Marchmont, G. K. Chesterton, William Harrison Ainsworth, James Malcolm Rymer, Thomas Peckett Prest, Bernard Edward Joseph Capes, Alexandre Dumas, Robert Louis Stevenson, Charles Dickens, Joseph Conrad, Gilbert Keith Chesterton, Rudyard Kipling, Bram Stoker",e-artnow,2.31,3.0,11
The Devil's Ultimatum – 12 Horror Classics,"Ernst Hoffmann, William Beckford, Arthur Machen, Matthew Gregory Lewis, William Harrison Ainsworth, Johann Wolfgang von Goethe, Robert Louis Stevenson, Leonid Andreyev, Charles Maturin, Nikolai Gogol, Marie Corelli, Mark Twain",e-artnow,2.31,5.0,2
20 Must Read Ghost Novels,"Emily Brontë, Gaston Leroux, Wilkie Collins, Frederick Marryat, Ann Ward Radcliffe, Francis Marion Crawford, John Meade Falkner, Horace Walpole, Charles Willing Beale, Richard Marsh, Duchess, Emma Dorothy Eliza Nevitte Southworth, Charles Goddard, Paul Dickey, William De Morgan, Eliza Parsons, Frederic Henry Balfour, William Hope Hodgson, Henry James, H. P. Lovecraft",e-artnow,2.31,4.3,25
20 American Historical Novels,"Henry Peterson, Lynde Francis, Gustave Aimard, Albion Winegar Tourgée, Sherwood Anderson Anderson, S. Weir Mitchell, G. A. Henty, Augusta J. Evans, Nathaniel Hawthorne, George Washington Cable, Joseph A. Altsheler, Mary Johnston, Randall Parrish, William Makepeace Thackeray, Stephen Crane, James Fenimore Cooper, John Jr. Fox",e-artnow,2.31,4.62,1
"Portraits of Piety: The Lives, Legacies and Writings of Saints (A 40-Book Anthology)","Martin Luther, Saint Bishop of Hippo Augustine, Margaret Oliphant, Saint Thomas Aquinas, Baring-Gould Sabine, Fullerton Georgiana, Gore Charles, Thomas à Kempis, Anonymous, William Roper L., Henri Bremond, F. A. Forbes, St. Ignatius of Loyola, St. Anselm of Canterbury, G. E. M., G. K. Chesterton, Saint Thomas More, Jean-Pierre Camus, Vincent O'Sullivan, J. B. Bury, St. Teresa of Avila, James Stalker, J. G. H. Barry, Richard Connolly, Louis Conway Bertrand, Robert Alexander Stewart Macalister, Gregory of Nyssa, Maurice Maeterlinck, of Clairvaux Saint Bernard, Pope Gregory I, Athanasius of Alexandria, John of Damascus, Basil the Great",e-artnow,2.31,5.0,1
Voices of Sanctity: A 40-Volume Collection,"Martin Luther, Saint Bishop of Hippo Augustine, Margaret Oliphant, Saint Thomas Aquinas, Baring-Gould Sabine, Fullerton Georgiana, Gore Charles, Thomas à Kempis, Anonymous, William Roper L., Henri Bremond, F. A. Forbes, St. Ignatius of Loyola, St. Anselm of Canterbury, G. E. M., G. K. Chesterton, Saint Thomas More, Jean-Pierre Camus, Vincent O'Sullivan, J. B. Bury, St. Teresa of Avila, James Stalker, J. G. H. Barry, Richard Connolly, Louis Conway Bertrand, Robert Alexander Stewart Macalister, Gregory of Nyssa, Maurice Maeterlinck, of Clairvaux Saint Bernard, Pope Gregory I, Athanasius of Alexandria, John of Damascus, Basil the Great",e-artnow,2.31,4.3,2
History of Byzantine Empire: 5 Essential History Books,"Charles Oman, J. B. Bury, Joseph François Michaud, Edwin Pears, William Gordon Holmes",e-artnow,2.31,5.0,1
20 Must-Read Supernatural Mysteries,"Wilkie Collins, Edgar Wallace, Carolyn Wells, E. W. Hornung, Sheridan Le Fanu, Louise Jordan Miln, L. T. Meade, M. P. Shiel, Charles Beadle, Ambrose Bierce, Jean Webster, Robert Louis Stevenson, Arthur Conan Doyle, Algernon Blackwood, Herbert G. de Lisser, Edward S. Sorenson, H. P. Lovecraft",e-artnow,2.31,3.3,1
Mysteries of the Occult: 20 Supernatural Thriller Classics,"Wilkie Collins, Edgar Wallace, Carolyn Wells, E. W. Hornung, Sheridan Le Fanu, Louise Jordan Miln, L. T. Meade, M. P. Shiel, Charles Beadle, Ambrose Bierce, Jean Webster, Robert Louis Stevenson, Arthur Conan Doyle, Algernon Blackwood, Herbert G. de Lisser, Edward S. Sorenson, H. P. Lovecraft",e-artnow,2.31,4.5,4
Black Magic Women: 20 Novels of Witches and Witchcraft,"Robert E. Howard, Elizabeth Cleghorn Gaskell, Francis Marion Crawford, Arthur Machen, Benson Stella, Gallizier Nathan, S. R. Crockett, John R. Musick, Nathaniel Hawthorne, Marie Conway Oemler, Joanna E. Wood, William Harrison Ainsworth, Wilhelm Meinhold, Mary Johnston, Eliza Buckminster Lee, Robert Louis Stevenson, Zena A. Maher, Harriet Beecher Stowe, Joseph Conrad, John Buchan",e-artnow,2.31,4.74,1
Exploring Obstetrics: A Five-Book Compilation for Medical Enthusiasts,"Edward Rigby, Conrad Mitchell, Elizabeth Nihell, Charles B. Reed, John Maubray",e-artnow,,3.7,2
40 Civil War Memoirs of Confederate Soldiers,"William Watson, Isaac Hermann, William G. Stevenson, M.D., Raphael Semmes, J. R. Wilkinson, Robert E. Lee, La Salle Corbell Pickett, Gilbert Moxley Sorrel, Thomas D. Duncan, John Call Dalton, Samuel Gibbs French, Francis Warrington Dawson, Richard L. Maury, Frank M. Myers, John Porter Fort, John A. Sloan, Rufus H. Peck, Alfred J. Vaughan, John Milton Hubbard, Wayland Fuller Dunaway, Luther W. Hopkins, Henry Lane Stone, Caleb Huse, Edward M. Boykin, David E. Johnston, James Carson Elliott, Marion Johnstone Ford, Arthur Peronneau Ford, George Cary Eggleston, John Esten Cooke, James Longstreet, Heros von Borcke, William Meade Dame, Basil Wilson Duke, Cole Younger, John Singleton Mosby, Daniel P. Smith, Edward Alexander Moore, James H. Wood, Carlton McCarthy",e-artnow,2.31,3.0,1
40 Gilded Age Romances,"Wilkie Collins, Lucy Maud Montgomery, George Gissing, George Meredith, Robert  Barr, Edith Wharton, Mrs. Alexander, Alger Horatio Jr., Stratton-Porter Gene, Theodore Dreiser, Booth Tarkington, David Graham Phillips, Edward Bulwer Lytton, Grace Livingston Hill, Guy de Maupassant, John Galsworthy, Edmund Yates, Mrs. Oliphant, George William Curtis, Anna Katharine Green, George Eliot, Mary Augusta Ward, Albert Ross, Alexandre Dumas Fils, Henry James, Thomas Hardy, Frances Hodgson Burnett, Louisa may Alcott, Leo Tolstoy, Mark Twain",e-artnow,2.31,2.47,5
The Unarmed Witness: 30 Accounts of Civil War Behind the Lines,"Myrta Lockett  Avary, Barton George Aaron, Adam Gurowski, John Beauchamp Jones, Mary Ann Harris Gay, Elizabeth Bacon Custer, Sarah H. Bradford, Sarah Morgan Dawson, Sara Agnes Rice Pryor, S. Emma E. Edmonds, Eliza Frances Andrews, Mary Ann Loughborough, Fannie A. Beers, C. T. Quintard, Sarah Ellen Blackwell, Maud E. Morrow, Mary Boykin Chesnut, Henry Martyn Kieffer, Walt Whitman, William Howard Russell, William E. Barton, Phoebe Yates Pember, Parthenia Antoinette Hague, Louisa may Alcott, Tillie Pierce Alleman, Susie King Taylor, Mary Rhodes Waring Henagan, Susan R. Jervey, Charlotte St. J. Ravenel, Thomas E. Taylor",e-artnow,2.31,4.1,9
20 Must-Read Memoirs of Civil War,"David W. Stafford, Philip Henry Sheridan, Various  , George T. Ulmer, William Tecumseh Sherman, Adam Gurowski, Ulysses S. Grant, La Salle Corbell Pickett, James Madison Page, Thomas Coleman Younger, S. Emma E. Edmonds, Henry H. Meacham, Wayland Fuller Dunaway, Mary Boykin Chesnut, Thomas Wentworth Higginson, Heros von Borcke, Joseph Warren Keifer, Jacob D. Cox, Louisa may Alcott, Samuel S. Hildebrand",e-artnow,2.31,3.6,47
The ABCs of History: A 14-Book Series for Young Explorers,"Andrew Lang, Mary Stoyell Stimpson, Otis James, Strickland Agnes, Jennie Hall, Plutarch, Elbridge S. Brooks, Lydia Hoyt Farmer, James H. Shaw, Henrietta Christian Wright, Charlotte M. Yonge, John S. White, Henry Gilbert, Mrs. Beesly",e-artnow,2.31,2.8,1
Discovering the Past: 14 History Books Adapted for Children,"Andrew Lang, Mary Stoyell Stimpson, Otis James, Strickland Agnes, Jennie Hall, Plutarch, Elbridge S. Brooks, Lydia Hoyt Farmer, James H. Shaw, Henrietta Christian Wright, Charlotte M. Yonge, John S. White, Henry Gilbert, Mrs. Beesly",e-artnow,2.31,4.66,6
10 Classics of Ancient Rome,"Suetonius, Plutarch, Cicero, Julius Caesar, Tacitus, Livy, Polybius, Marcus Antoninus Aurelius",e-artnow,2.31,3.8,18
Bewitched Pages: 20 Enchanting Witchcraft Storybooks,"Frederick Marryat, William Henry Giles Kingston, M. V. B. Perley, Gertrude Crownfield, John R. Musick, Joanna E. Wood, Anna Bronson Alcott Pratt, Robert Bloomer Hare Bell, William Stearns Davis, Ruth Plumly Thompson, L. Frank Baum, Margaret Alice Murray, Reginald Scot, Howard Phillips Lovecraft, Kenneth James Sir Beatty, Ebenezer Wheelwright, Pauline Bradford Mackie, Louisa may Alcott, Thomas Lambert Sappington, Wallace Notestein, Thomas active 1612-1618 Potts",e-artnow,,3.32,1
American against American - 20 Gripping Civil War Memoirs & Diaries,"David W. Stafford, Philip Henry Sheridan, Various  , George T. Ulmer, William Tecumseh Sherman, Adam Gurowski, Ulysses S. Grant, La Salle Corbell Pickett, James Madison Page, Thomas Coleman Younger, S. Emma E. Edmonds, Henry H. Meacham, Wayland Fuller Dunaway, Mary Boykin Chesnut, Thomas Wentworth Higginson, Heros von Borcke, Joseph Warren Keifer, Jacob D. Cox, Louisa may Alcott, Samuel S. Hildebrand",e-artnow,2.31,2.4,1
"Imprisoned Warriors: 12 Civil War Accounts of Battlefronts, Capture, Escapes and Life in Prison Camps","David W. Stafford, John McElroy, H. Clay Trumbull, Alonzo Cooper, George A. Lawrence, James Madison Page, William N. Tyler, John Azor Kellogg, Daniel Avery Langworthy, John Levi Maile, W. H. Morgan",e-artnow,2.31,5.0,1
The History of Ancient Rome – 20 Essential Books,"Edward Gibbon, Theodor Mommsen, Suetonius, Plutarch, Julius Caesar, Tacitus, Livy, John Bagnell Bury , A. H. J. Greenidge, Polybius, Samuel Griswold Goodrich, Evelyn S. Shuckburgh, W. Lucas Collins, Marc Monnier, Harold Whetstone Johnston, Marcus Antoninus Aurelius, Emperor of Rome Augustus",e-artnow,2.31,3.8,16
Royal Realms: 10 Classic Books on the Lives of Princesses,"David Whitelaw, Mrs. Lang, Madame de la Fayette, Brinton Davis, Alice, David Graham Phillips, John Reed Scott, Sunity Devee, Elizabeth von Arnim",e-artnow,,3.8,17
10 Must-Read Roman Classics,"Suetonius, Plutarch, Cicero, Julius Caesar, Tacitus, Livy, Polybius, Marcus Antoninus Aurelius",e-artnow,2.31,2.97,20
Classic Ballads: 4 Timeless Books of Traditional Songs,"William Cowper, Thomas Moore, James Hogg, John  Fletcher, William Wordsworth, Lord  Byron, Robert Browning, Samuel Taylor Coleridge, Oliver Goldsmith, Percy Bysshe Shelley, Lord Tennyson, John Keats, Walter Scott, Robert Burns, William Makepeace Thackeray, William Shakespeare, William Blake",e-artnow,,4.3,1
The Old Testament Interpreted: 20 Analytical Books,"Thomas Taylor, Flavius Josephus, A. L. O. E., Amy Steedman, Porphyry, T. K. Cheyne, Celsus, G. F. Maclear, Mildred Duff, Noel Hope, Tacitus, Harold B. Hunting, Theophilus G. Pinches, Diodorus of Sicily, Emperor Julian, Marian MacLean Finney, James Hartwell Willard, Robertson L. Whiteside, Emma Howard Wight",e-artnow,,3.92,6
The Rollercoaster of Gambling: 12 Books,"Edward Moore, Bret Harte, Ralph Nevill, Harry Harrison, Clarence Louis Cullen, James Harold Romain, G. Frank Lydston, William Le Queux, Burt L. Standish, Charles Dickens, Aleksandr Sergeevich Pushkin",e-artnow,,3.9,7
The Rise and Fall of Greek Civilization: A 20-Volume Anthology,"Edward Bulwer-Lytton, Xenophon, Andrew Lang, Arrian, Thucydides, Strabo, Grote George, Herodotus, Plutarch, Ernest Arthur Gardner, John Bagnell Bury , Homer, Alfred William Benn, Albert Augustus Trever, Basil Edward Hammond, F. A. Wright, E. Norman Gardiner, E. M. Berens, H. A.  Guerber, James Sir Donaldson",e-artnow,2.31,3.5,2
Journey Through Time: 20 Historical Novels Every Reader Should Explore,"Edward Bulwer-Lytton, Olive Schreiner, Madame de la Fayette, Benito Galdos Perez, Walter Scott, Lew Wallace, Joseph A. Altsheler, Harriet Martineau, Victor Hugo, William Makepeace Thackeray, Stephen Crane, Alexandre Dumas, Robert Louis Stevenson, Charles Dickens, James Fenimore Cooper, Henryk Sienkiewicz, Émile Zola, Leo Tolstoy",e-artnow,2.31,4.02,2
Masterminds of Strategy: A 17-Volume Collection,"Niccolo Machiavelli, Carl von Clausewitz, Woodrow Wilson, William Milligan Sloane, George Hesekiel, Napoleon Bonaparte, Jacob Abbott, John Torrey Morse, Alfred von Reumont, Evelyn S. Shuckburgh, Sextus Julius Frontinus, Sun Tzu, Kautilya, Joseph Moyle Sherer",e-artnow,2.31,4.7,2
The Art of Strategy: 17 Must-Read Titles,"Niccolo Machiavelli, Carl von Clausewitz, Woodrow Wilson, William Milligan Sloane, George Hesekiel, Napoleon Bonaparte, Jacob Abbott, John Torrey Morse, Alfred von Reumont, Evelyn S. Shuckburgh, Sextus Julius Frontinus, Sun Tzu, Kautilya, Joseph Moyle Sherer",e-artnow,2.31,3.2,5
Masters of War: Top 10 Greatest Conquerors of All Time,"Alfred John Church, William Milligan Sloane, Jacob Abbott, John S. C. Abbott",e-artnow,2.31,5.0,1
The Rise and Fall of Byzantine Empire: A 5-Volume Anthology,"Charles Oman, J. B. Bury, Joseph François Michaud, Edwin Pears, William Gordon Holmes",e-artnow,2.31,2.6,1
40 WW1 Novels,"Hesketh Hesketh-Prichard, Frederic  Manning, Zane Grey, Hall  Caine, Owen  Johnson, Owen  Wister, E. Phillips Oppenheim, Robert W. Chambers, Edith Wharton, Romain Rolland, D. H. Lawrence, Earl Derr Biggers, Henri Barbusse, Lardner Ring, Cable Boyd, Sapper, O. Douglas, Ford Madox Ford, Marie Belloc Lowndes, Stephen Hudson, Herbert George Jenkins, William John Locke, Thomas Nelson Page, William Le Queux, J. Storer Clouston, John Oxenham, H. C. McNeile, A. P. Herbert, Herbert W. McBride, Louis Tracy, John Buchan, Elizabeth von Arnim, Frances Hodgson Burnett",e-artnow,2.31,2.81,4
Masters of Rome: 15 Leaders Who Forged the History of Roman Empire,"Stephen  Phillips, Georg Ebers, Philo, George Lang, Jacob Abbott, Tacitus, Evelyn S. Shuckburgh, W. Lucas Collins, Edward Spencer Beesly, A. H. Beesly, John Charles Tarver, John B. Firth",e-artnow,2.31,3.2,13
10 Gilded Age Classics,"Robert  Barr, Edith Wharton, Theodore Dreiser, Henry James, Louisa may Alcott, Mark Twain",e-artnow,2.31,2.54,5
10 Iconic Gilded Age Novels,"Robert  Barr, Edith Wharton, Theodore Dreiser, Henry James, Louisa may Alcott, Mark Twain",e-artnow,2.31,4.0,1
The Rebel Yell: 40 Civil War Soldier Memoirs,"William Watson, Isaac Hermann, William G. Stevenson, M.D., Raphael Semmes, J. R. Wilkinson, Robert E. Lee, La Salle Corbell Pickett, Gilbert Moxley Sorrel, Thomas D. Duncan, John Call Dalton, Samuel Gibbs French, Francis Warrington Dawson, Richard L. Maury, Frank M. Myers, John Porter Fort, John A. Sloan, Rufus H. Peck, Alfred J. Vaughan, John Milton Hubbard, Wayland Fuller Dunaway, Luther W. Hopkins, Henry Lane Stone, Caleb Huse, Edward M. Boykin, David E. Johnston, James Carson Elliott, Marion Johnstone Ford, Arthur Peronneau Ford, George Cary Eggleston, John Esten Cooke, James Longstreet, Heros von Borcke, William Meade Dame, Basil Wilson Duke, Cole Younger, John Singleton Mosby, Daniel P. Smith, Edward Alexander Moore, James H. Wood, Carlton McCarthy",e-artnow,2.31,2.8,2
